,threatInfo.threatId,threatInfo.threatName,threatInfo.classification,threatInfo.confidenceLevel,threatInfo.analystVerdict,threatInfo.createdAt,threatInfo.identifiedAt,threatInfo.updatedAt,indicatorList,indicatorListString,threatInfo.detectionType,action,threatInfo.sha1,engine
7393,1855812079822891606,ANONYMIZED,Malware,suspicious,true_positive,2024-01-05T12:47:19.574250Z,2024-01-05T12:40:25.892000Z,2024-01-05T13:15:39.077955Z,"[1, 31, 30, 29, 33, 12]",1 12 29 30 31 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
2611,1686054940330639939,ANONYMIZED,Malware,suspicious,false_positive,2023-05-16T07:30:11.579898Z,2023-05-16T07:30:10.981000Z,2023-05-16T08:12:19.730539Z,"[171, 796, 799, 121, 427]",121 171 427 796 799,dynamic,,ANONYMIZED,"Documents, Scripts"
7288,1855811566121264658,ANONYMIZED,Malware,suspicious,true_positive,2024-01-05T12:46:18.335980Z,2024-01-05T12:39:38.894000Z,2024-01-05T13:27:33.207710Z,"[1, 31, 30, 29, 33, 12]",1 12 29 30 31 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
5234,1770462894613534431,ANONYMIZED,Malware,suspicious,true_positive,2023-09-09T18:33:43.841759Z,2023-09-09T18:33:43.076000Z,2023-09-10T12:40:20.292540Z,"[298, 156, 153, 1179, 793, 498, 1163, 293, 427]",153 156 293 298 427 498 793 1163 1179,dynamic,remediate,ANONYMIZED,Manual
6334,1822540987985277802,ANONYMIZED,Malware,suspicious,false_positive,2023-11-20T15:03:36.348729Z,2023-11-20T15:03:30.998000Z,2023-11-20T16:59:44.726587Z,"[783, 784, 153, 154, 88, 305, 894, 916, 97, 788, 715, 98, 159, 437]",88 97 98 153 154 159 305 437 715 783 784 788 894 916,dynamic,,ANONYMIZED,Behavioral AI
12877,1938963596114987186,ANONYMIZED,Malware,suspicious,false_positive,2024-04-29T06:14:32.755777Z,2024-04-29T06:14:31.201000Z,2024-04-29T07:14:11.534493Z,"[1, 31, 29, 21, 12]",1 12 21 29 31,static,unquarantine,ANONYMIZED,On-Write Static AI - Suspicious
10302,1911387230591075764,ANONYMIZED,Malware,malicious,true_positive,2024-03-22T05:05:13.814157Z,2024-03-22T05:05:13.640000Z,2024-03-22T05:07:03.967179Z,"[32, 33, 24, 10, 6]",6 10 24 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
11337,1920264484776138402,ANONYMIZED,Malware,suspicious,true_positive,2024-04-03T11:02:44.978367Z,2024-04-03T11:02:44.962489Z,2024-04-03T11:16:21.862433Z,"[29, 12]",12 29,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
99,1897641831181851581,ANONYMIZED,Malware,suspicious,false_positive,2024-03-03T05:55:34.515652Z,2024-03-03T05:55:33.018000Z,2024-03-03T09:06:25.254660Z,"[32, 29, 33, 15, 12]",12 15 29 32 33,static,,ANONYMIZED,On-Write Static AI - Suspicious
4292,1726322121347356265,ANONYMIZED,Malware,suspicious,false_positive,2023-07-10T20:53:53.621036Z,2023-07-10T20:53:53.497321Z,2023-07-10T21:48:25.230501Z,"[229, 774]",229 774,dynamic,,ANONYMIZED,Application Control
5339,1774808349730080092,ANONYMIZED,Application Control,suspicious,false_positive,2023-09-15T18:27:22.459569Z,2023-09-15T18:27:22.420285Z,2023-09-15T18:30:04.699182Z,[688],688,dynamic,,ANONYMIZED,Application Control
6745,1906407114368728518,ANONYMIZED,Malware,malicious,true_positive,2024-03-15T08:10:37.689075Z,2024-03-15T08:10:36.367000Z,2024-03-15T08:56:10.935754Z,"[1, 31, 29, 18, 12]",1 12 18 29 31,static,quarantine,ANONYMIZED,On-Write Static AI
8875,1880333819140161215,ANONYMIZED,Malware,suspicious,false_positive,2024-02-08T08:47:38.689359Z,2024-02-08T08:47:38.601000Z,2024-03-07T12:47:42.009498Z,"[1, 24, 12, 6]",1 6 12 24,static,,ANONYMIZED,On-Write Static AI - Suspicious
7884,1864415753294370348,ANONYMIZED,Malware,malicious,true_positive,2024-01-17T09:41:17.371590Z,2024-01-17T08:35:02.573000Z,2024-01-17T10:15:55.994818Z,"[1, 31, 32, 29, 33, 12]",1 12 29 31 32 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
12592,1935245714382693242,ANONYMIZED,Trojan,suspicious,false_positive,2024-04-24T03:07:46.715676Z,2024-04-24T03:07:46.702046Z,2024-04-24T04:33:16.108977Z,[1973],1973,static,,ANONYMIZED,On-Write Static AI - Suspicious
3315,1701506311088130891,ANONYMIZED,Rootkit,suspicious,false_positive,2023-06-06T15:09:18.508641Z,2023-06-06T15:09:17.265979Z,2023-06-06T16:17:00.231008Z,[937],937,dynamic,,ANONYMIZED,Application Control
10821,1918519216718020388,ANONYMIZED,Malware,malicious,false_positive,2024-04-01T01:15:12.813096Z,2024-04-01T01:15:11.424000Z,2024-04-01T02:06:10.568689Z,"[49, 359, 951, 674, 171, 725, 1273]",49 171 359 674 725 951 1273,dynamic,unquarantine,ANONYMIZED,"Documents, Scripts"
6270,1819243009216710468,ANONYMIZED,Infostealer,suspicious,false_positive,2023-11-16T01:51:06.645914Z,2023-11-16T01:51:05.473000Z,2023-11-16T02:23:04.811706Z,"[171, 796, 427, 434]",171 427 434 796,dynamic,,ANONYMIZED,"Documents, Scripts"
12508,1934014416188855782,ANONYMIZED,Malware,suspicious,true_positive,2024-04-22T10:21:24.533913Z,2024-04-22T07:23:27.068000Z,2024-04-22T11:01:20.678810Z,"[1, 31, 32, 29, 33, 24, 23, 6]",1 6 23 24 29 31 32 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
8390,1873073354064799932,ANONYMIZED,Malware,suspicious,false_positive,2024-01-29T08:22:23.812973Z,2024-01-29T08:22:23.729000Z,2024-01-29T09:20:58.517288Z,[43],43,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
3910,1718711984919149553,ANONYMIZED,Malware,suspicious,false_positive,2023-06-30T08:53:54.663538Z,2023-06-30T08:53:54.604000Z,2023-06-30T10:59:35.285445Z,"[29, 12, 10, 6]",6 10 12 29,static,,ANONYMIZED,On-Write Static AI - Suspicious
3375,1702365548752475496,ANONYMIZED,Rootkit,suspicious,false_positive,2023-06-07T19:36:27.620966Z,2023-06-07T19:36:27.082597Z,2023-06-07T22:22:51.508730Z,[937],937,dynamic,,ANONYMIZED,Application Control
10442,1913774612430005473,ANONYMIZED,Malware,suspicious,false_positive,2024-03-25T12:08:31.899549Z,2024-03-25T12:08:31.537000Z,2024-03-25T17:25:56.630856Z,"[437, 43]",43 437,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
290,1900041933931497314,ANONYMIZED,Malware,malicious,false_positive,2024-03-06T13:24:09.059242Z,2024-03-06T13:24:08.551000Z,2024-03-06T15:46:55.524228Z,"[801, 427]",427 801,dynamic,unquarantine,ANONYMIZED,"Documents, Scripts"
5015,1758453959132553744,ANONYMIZED,Malware,suspicious,true_positive,2023-08-24T04:54:07.176004Z,2023-08-24T04:54:06.872000Z,2023-08-24T05:12:35.665821Z,"[1, 29, 33, 18, 15, 12]",1 12 15 18 29 33,static,kill,ANONYMIZED,On-Write Static AI - Suspicious
538,1630235031694559897,ANONYMIZED,Malware,suspicious,false_positive,2023-02-28T07:05:59.927031Z,2023-02-28T07:05:59.840023Z,2023-02-28T08:54:41.075622Z,[584],584,dynamic,,ANONYMIZED,Application Control
12174,1929849838259847479,ANONYMIZED,Malware,suspicious,false_positive,2024-04-16T16:27:08.148351Z,2024-04-16T16:27:06.965000Z,2024-04-16T17:41:10.395810Z,"[1, 33, 24, 6]",1 6 24 33,static,,ANONYMIZED,On-Write Static AI - Suspicious
1085,1644512232340988445,ANONYMIZED,Malware,suspicious,false_positive,2023-03-19T23:52:14.873619Z,2023-03-19T23:52:12.478000Z,2023-03-20T00:02:02.571894Z,"[121, 796, 427, 171, 674]",121 171 427 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
10819,1918515867037622406,ANONYMIZED,Malware,malicious,true_positive,2024-04-01T01:08:33.498941Z,2024-04-01T01:08:31.955000Z,2024-04-01T01:09:56.533218Z,"[1, 31, 32, 29, 33]",1 29 31 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
11785,1926098592939529098,ANONYMIZED,Malware,suspicious,false_positive,2024-04-11T12:14:04.868331Z,2024-04-11T12:14:03.606000Z,2024-04-12T00:32:33.827404Z,"[1, 33, 24, 15, 6]",1 6 15 24 33,static,unquarantine,ANONYMIZED,On-Write Static AI - Suspicious
6802,1907162854675566764,ANONYMIZED,Malware,malicious,false_positive,2024-03-16T09:12:08.962283Z,2024-03-16T09:12:07.522000Z,2024-03-16T10:05:11.238189Z,"[1, 30, 32, 29, 33, 15, 6]",1 6 15 29 30 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
10260,1910883463393563908,ANONYMIZED,Application Control,suspicious,false_positive,2024-03-21T12:24:20.083885Z,2024-03-21T12:24:17.888440Z,2024-03-21T12:52:37.529622Z,[688],688,dynamic,unquarantine,ANONYMIZED,Application Control
8444,1873269403615666072,ANONYMIZED,Malware,malicious,true_positive,2024-01-29T14:51:54.740888Z,2024-01-29T14:51:53.457000Z,2024-01-29T15:34:38.779470Z,"[1, 29, 12]",1 12 29,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
2813,1690412437381453875,ANONYMIZED,Rootkit,suspicious,false_positive,2023-05-22T07:47:45.707040Z,2023-05-22T07:47:45.305963Z,2023-05-22T08:24:18.801554Z,[937],937,dynamic,,ANONYMIZED,Application Control
11701,1925193021614333543,ANONYMIZED,Malware,malicious,true_positive,2024-04-10T06:14:52.354006Z,2024-04-10T06:14:48.520000Z,2024-04-10T06:33:34.608977Z,"[32, 29, 33, 12, 10]",10 12 29 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
12173,1929849291532264566,ANONYMIZED,Malware,suspicious,false_positive,2024-04-16T16:26:02.980224Z,2024-04-16T16:26:00.553000Z,2024-04-16T17:41:10.369183Z,"[1, 33, 24, 23]",1 23 24 33,static,,ANONYMIZED,On-Write Static AI - Suspicious
12089,1929134262816473062,ANONYMIZED,Malware,malicious,false_positive,2024-04-15T16:45:24.908171Z,2024-04-15T16:45:20.806000Z,2024-04-16T03:25:13.208870Z,"[32, 29, 33, 12]",12 29 32 33,static,unquarantine,ANONYMIZED,On-Write Static AI
2559,1685392484528638106,ANONYMIZED,Rootkit,suspicious,false_positive,2023-05-15T09:34:00.695795Z,2023-05-15T09:34:00.283475Z,2023-05-15T09:39:14.658163Z,[937],937,dynamic,,ANONYMIZED,Application Control
6108,1811559621501936722,ANONYMIZED,Malware,suspicious,false_positive,2023-11-05T11:25:35.453698Z,2023-11-05T11:25:29.905000Z,2023-11-05T12:40:17.567918Z,"[145, 49, 359, 171, 434, 951, 153, 894]",49 145 153 171 359 434 894 951,dynamic,,ANONYMIZED,"Documents, Scripts"
9232,1888316757594696207,ANONYMIZED,Malware,suspicious,true_positive,2024-02-19T09:08:19.119092Z,2024-02-19T08:54:43.822000Z,2024-02-19T09:48:57.822046Z,"[29, 24]",24 29,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
12701,1935674306126218070,ANONYMIZED,Malware,malicious,true_positive,2024-04-24T17:19:18.835146Z,2024-04-24T17:19:18.148000Z,2024-04-24T17:39:23.440746Z,"[1, 31, 32, 29, 33, 24, 6]",1 6 24 29 31 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
12760,1936175591080572108,ANONYMIZED,Malware,suspicious,false_positive,2024-04-25T09:55:16.658105Z,2024-04-25T09:55:16.648793Z,2024-04-25T10:01:13.623480Z,[43],43,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
9231,1888316151693880750,ANONYMIZED,Malware,suspicious,true_positive,2024-02-19T09:07:06.888903Z,2024-02-19T08:54:44.834000Z,2024-02-19T09:49:08.200288Z,"[29, 24]",24 29,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
10351,1911947932013903169,ANONYMIZED,Malware,suspicious,false_positive,2024-03-22T23:39:14.631585Z,2024-03-22T23:39:13.581000Z,2024-03-22T23:48:46.479663Z,"[1, 31, 32, 29, 33, 12]",1 12 29 31 32 33,static,unquarantine,ANONYMIZED,On-Write Static AI - Suspicious
7810,1862142722890199670,ANONYMIZED,Malware,malicious,true_positive,2024-01-14T06:25:11.035368Z,2024-01-14T06:25:10.824000Z,2024-01-14T09:11:45.703509Z,"[1, 31, 29, 12, 2]",1 2 12 29 31,static,quarantine,ANONYMIZED,On-Write Static AI
10335,1911632677739180816,ANONYMIZED,Malware,suspicious,false_positive,2024-03-22T13:12:53.394694Z,2024-03-22T13:12:52.875000Z,2024-03-22T16:17:53.820761Z,[43],43,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
12381,1931791645718298886,ANONYMIZED,Malware,malicious,true_positive,2024-04-19T08:45:09.645354Z,2024-04-19T08:44:33.753000Z,2024-04-19T09:51:49.059014Z,"[1, 24, 7, 6]",1 6 7 24,static,quarantine,ANONYMIZED,On-Write Static AI
3366,1702176539004506473,ANONYMIZED,Rootkit,suspicious,false_positive,2023-06-07T13:20:55.902461Z,2023-06-07T13:20:55.481338Z,2023-06-07T13:41:36.579961Z,[937],937,dynamic,,ANONYMIZED,Application Control
5032,1759290986861337843,ANONYMIZED,Malware,suspicious,false_positive,2023-08-25T08:37:08.654762Z,2023-08-25T08:37:07.317000Z,2023-08-25T10:25:22.041861Z,"[437, 126, 796, 427, 674, 171, 434]",126 171 427 434 437 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
8799,1878904455180054896,ANONYMIZED,Virus,malicious,true_positive,2024-02-06T09:27:45.234572Z,2024-01-26T09:14:12.764000Z,2024-02-06T09:53:53.499743Z,"[24, 12]",12 24,static,quarantine,ANONYMIZED,On-Write Static AI
6335,1822545343526857963,ANONYMIZED,Malware,suspicious,false_positive,2023-11-20T15:12:15.574241Z,2023-11-20T14:27:03.619000Z,2023-11-20T17:01:53.802874Z,"[294, 796, 427, 171]",171 294 427 796,dynamic,,ANONYMIZED,"Documents, Scripts"
12165,1929843912135593741,ANONYMIZED,Malware,suspicious,false_positive,2024-04-16T16:15:21.700333Z,2024-04-16T16:15:20.324000Z,2024-04-16T17:41:08.184907Z,"[1, 31, 30, 29]",1 29 30 31,static,,ANONYMIZED,On-Write Static AI - Suspicious
10726,1916011549442818086,ANONYMIZED,Malware,malicious,false_positive,2024-03-28T14:12:55.578886Z,2024-03-28T14:12:54.798000Z,2024-03-28T18:10:17.004581Z,"[25, 24, 23, 6]",6 23 24 25,static,unquarantine,ANONYMIZED,On-Write Static AI
2435,1682250514388843758,ANONYMIZED,Malware,suspicious,false_positive,2023-05-11T01:31:28.664936Z,2023-05-11T01:31:28.217000Z,2023-05-11T01:38:52.420279Z,"[114, 796, 121, 427, 153]",114 121 153 427 796,dynamic,,ANONYMIZED,"Documents, Scripts"
1983,1670859526655696436,ANONYMIZED,Malware,suspicious,false_positive,2023-04-25T08:19:37.109946Z,2023-04-25T08:19:36.795000Z,2023-04-25T09:16:17.784063Z,"[1, 31, 29, 15, 12]",1 12 15 29 31,static,,ANONYMIZED,On-Write Static AI - Suspicious
181,1898530176492233934,ANONYMIZED,PUA,suspicious,false_positive,2024-03-04T11:20:33.529507Z,2024-03-04T11:20:32.986000Z,2024-03-04T12:07:44.429288Z,[1973],1973,static,,ANONYMIZED,On-Write Static AI - Suspicious
1408,1649421864399386561,ANONYMIZED,Malware,suspicious,false_positive,2023-03-26T18:26:48.623590Z,2023-03-26T18:26:37.612000Z,2023-03-26T19:48:34.801686Z,"[122, 97, 437, 43, 427]",43 97 122 427 437,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
7202,1854945892412721395,ANONYMIZED,Virus,malicious,true_positive,2024-01-04T08:06:21.988816Z,2024-01-04T08:06:21.035000Z,2024-01-04T08:20:43.723272Z,"[24, 12]",12 24,static,quarantine,ANONYMIZED,On-Write Static AI
10418,1913626627902813059,ANONYMIZED,Malware,suspicious,false_positive,2024-03-25T07:14:30.776050Z,2024-03-25T07:14:29.378000Z,2024-03-25T10:14:53.946281Z,"[1, 31, 32, 29, 33, 12]",1 12 29 31 32 33,static,unquarantine,ANONYMIZED,On-Write Static AI - Suspicious
1520,1652384125308174593,ANONYMIZED,Virus,suspicious,true_positive,2023-03-30T20:32:17.640819Z,2023-03-30T20:32:17.348000Z,2023-03-31T02:52:51.484563Z,"[24, 12]",12 24,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
11754,1925835093790661308,ANONYMIZED,Malware,suspicious,false_positive,2024-04-11T03:30:33.320771Z,2024-04-11T03:30:31.505000Z,2024-04-15T01:30:38.901783Z,"[62, 725, 1273]",62 725 1273,dynamic,unquarantine,ANONYMIZED,"Documents, Scripts"
5653,1788454992810826944,ANONYMIZED,Malware,suspicious,false_positive,2023-10-04T14:20:49.086334Z,2023-10-04T14:20:48.768980Z,2023-10-04T14:22:04.521285Z,[243],243,dynamic,,ANONYMIZED,Application Control
884,1637017533752825506,ANONYMIZED,Malware,suspicious,false_positive,2023-03-09T15:41:37.179912Z,2023-03-09T15:41:36.693000Z,2023-03-09T19:53:15.190074Z,"[1, 31, 30, 32, 29, 33, 18, 12]",1 12 18 29 30 31 32 33,static,,ANONYMIZED,On-Write Static AI - Suspicious
7895,1864873793042694074,ANONYMIZED,Malware,suspicious,true_positive,2024-01-18T00:51:19.965451Z,2024-01-18T00:51:18.081000Z,2024-01-18T01:50:52.794641Z,"[1, 29, 33, 15, 12]",1 12 15 29 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
7917,1865170311194096471,ANONYMIZED,Malware,malicious,true_positive,2024-01-18T10:40:27.680711Z,2024-01-18T10:40:24.687000Z,2024-01-18T10:44:44.111580Z,"[1, 31, 29, 33, 12]",1 12 29 31 33,static,quarantine,ANONYMIZED,On-Write Static AI
11888,1928658140591084567,ANONYMIZED,Malware,suspicious,false_positive,2024-04-15T00:59:26.725339Z,2024-04-15T00:59:26.711657Z,2024-04-15T01:30:26.354027Z,"[951, 62, 725, 1273]",62 725 951 1273,dynamic,unquarantine,ANONYMIZED,"Documents, Scripts"
8698,1876978408059946370,ANONYMIZED,Malware,malicious,true_positive,2024-02-03T17:41:02.524908Z,2024-02-03T17:41:01.710000Z,2024-02-03T19:33:01.985995Z,"[24, 7, 6]",6 7 24,static,quarantine,ANONYMIZED,On-Write Static AI
4948,1753831086295379752,ANONYMIZED,Malware,suspicious,false_positive,2023-08-17T19:49:17.787841Z,2023-08-17T19:49:17.412000Z,2023-08-17T21:42:44.882200Z,"[796, 427, 171, 674, 269]",171 269 427 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
586,1631044167403747290,ANONYMIZED,Malware,suspicious,true_positive,2023-03-01T09:53:36.422569Z,2023-03-01T09:53:36.246000Z,2023-03-01T10:07:51.725849Z,"[1, 31, 32, 28, 33, 12]",1 12 28 31 32 33,static,kill,ANONYMIZED,On-Write Static AI - Suspicious
8587,1875170123405692596,ANONYMIZED,Malware,suspicious,false_positive,2024-02-01T05:48:18.189589Z,2024-02-01T05:48:17.829000Z,2024-02-01T06:57:24.758590Z,"[1, 31, 30, 32, 29, 33, 12]",1 12 29 30 31 32 33,static,,ANONYMIZED,On-Write Static AI - Suspicious
6271,1819289088001230635,ANONYMIZED,Malware,suspicious,false_positive,2023-11-16T03:22:39.667334Z,2023-11-16T03:22:38.630000Z,2023-11-16T03:45:21.447477Z,"[114, 62, 437, 674, 171]",62 114 171 437 674,dynamic,,ANONYMIZED,"Documents, Scripts"
5120,1766726816763712900,ANONYMIZED,Malware,suspicious,false_positive,2023-09-04T14:50:48.655025Z,2023-09-04T14:50:48.461000Z,2023-09-04T15:51:53.415056Z,"[171, 796, 311, 427, 674]",171 311 427 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
608,1631044203483151525,ANONYMIZED,Malware,suspicious,true_positive,2023-03-01T09:53:40.723763Z,2023-03-01T09:53:40.613000Z,2023-03-01T10:07:51.689908Z,"[1, 31, 32, 28, 33, 12]",1 12 28 31 32 33,static,kill,ANONYMIZED,On-Write Static AI - Suspicious
10870,1918552838277653948,ANONYMIZED,Virus,malicious,true_positive,2024-04-01T02:22:00.815313Z,2024-04-01T02:22:00.005000Z,2024-04-01T02:33:22.678378Z,"[24, 23]",23 24,static,quarantine,ANONYMIZED,On-Write Static AI
9034,1884815579007218605,ANONYMIZED,Malware,suspicious,false_positive,2024-02-14T13:12:06.106245Z,2024-02-14T13:12:00.731000Z,2024-02-14T14:36:43.059569Z,"[1, 31, 33]",1 31 33,static,,ANONYMIZED,On-Write Static AI - Suspicious
8290,1870309518970774256,ANONYMIZED,Virus,suspicious,true_positive,2024-01-25T12:51:08.995860Z,2024-01-25T12:51:08.117000Z,2024-01-25T13:31:22.340837Z,"[41, 32, 33]",32 33 41,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
3499,1706482745747509804,ANONYMIZED,Infostealer,suspicious,false_positive,2023-06-13T11:56:35.750075Z,2023-06-13T11:56:09.508000Z,2023-06-13T12:24:34.254255Z,"[104, 121, 294, 796, 427, 171]",104 121 171 294 427 796,dynamic,,ANONYMIZED,"Documents, Scripts"
7149,1854183069882806243,ANONYMIZED,Malware,malicious,true_positive,2024-01-03T06:50:46.455041Z,2024-01-03T06:50:45.316000Z,2024-01-03T07:01:05.767439Z,"[32, 29, 33, 24, 12, 6]",6 12 24 29 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
2348,1681142696829778136,ANONYMIZED,Infostealer,suspicious,false_positive,2023-05-09T12:50:26.521937Z,2023-05-09T12:50:26.507143Z,2023-05-09T13:15:10.217340Z,"[114, 796, 427, 171]",114 171 427 796,dynamic,,ANONYMIZED,"Documents, Scripts"
11119,1918646392040908187,ANONYMIZED,Virus,malicious,true_positive,2024-04-01T05:27:53.293306Z,2024-04-01T05:27:52.405000Z,2024-04-01T05:29:09.981238Z,"[24, 23]",23 24,static,quarantine,ANONYMIZED,On-Write Static AI
3898,1718179077043961443,ANONYMIZED,Generic.Heuristic,suspicious,false_positive,2023-06-29T15:15:07.094586Z,2023-06-29T15:15:07.025000Z,2023-06-29T19:01:49.827530Z,"[29, 12, 6]",6 12 29,static,,ANONYMIZED,On-Write Static AI - Suspicious
1669,1657998138195435148,ANONYMIZED,Malware,suspicious,false_positive,2023-04-07T14:26:20.128934Z,2023-04-07T14:26:18.926000Z,2023-04-07T14:32:21.891428Z,"[437, 121, 796, 427, 674, 171, 434]",121 171 427 434 437 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
6248,1818550232063809808,ANONYMIZED,Infostealer,suspicious,false_positive,2023-11-15T02:54:41.175018Z,2023-11-15T02:54:40.016000Z,2023-11-15T04:09:01.303659Z,"[171, 796, 427, 434]",171 427 434 796,dynamic,,ANONYMIZED,"Documents, Scripts"
9128,1886286337001732643,ANONYMIZED,Malware,malicious,true_positive,2024-02-16T13:54:14.121365Z,2024-02-16T13:54:13.217000Z,2024-02-16T14:29:31.476664Z,"[1, 31, 30, 29, 33, 12]",1 12 29 30 31 33,static,quarantine,ANONYMIZED,On-Write Static AI
8022,1865804843363188500,ANONYMIZED,PUA,malicious,true_positive,2024-01-19T07:41:09.816854Z,2024-01-19T06:39:08.729000Z,2024-01-19T07:48:00.850086Z,[15],15,static,quarantine,ANONYMIZED,On-Write Static AI
3043,1695557773190226712,ANONYMIZED,Rootkit,suspicious,false_positive,2023-05-29T10:10:37.533127Z,2023-05-29T10:10:37.182322Z,2023-05-29T10:43:00.330382Z,[937],937,dynamic,,ANONYMIZED,Application Control
8937,1882582619061786734,ANONYMIZED,Malware,malicious,true_positive,2024-02-11T11:15:36.537687Z,2024-02-11T11:15:35.798000Z,2024-02-11T11:17:03.829306Z,"[25, 24, 23, 6]",6 23 24 25,static,quarantine,ANONYMIZED,On-Write Static AI
1433,1650384526505973368,ANONYMIZED,Malware,suspicious,true_positive,2023-03-28T02:19:26.888458Z,2023-03-28T02:19:25.744000Z,2023-03-28T03:31:59.141220Z,"[1, 31, 30, 29, 15, 12]",1 12 15 29 30 31,static,kill,ANONYMIZED,On-Write Static AI - Suspicious
9216,1888311700463261950,ANONYMIZED,Malware,suspicious,true_positive,2024-02-19T08:58:16.261064Z,2024-02-19T08:54:39.224000Z,2024-02-19T09:07:40.215058Z,"[29, 24]",24 29,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
6890,1849641443938668521,ANONYMIZED,Malware,suspicious,false_positive,2023-12-28T00:27:22.453346Z,2023-12-28T00:27:21.401000Z,2023-12-28T00:36:33.344419Z,"[796, 427, 1273]",427 796 1273,dynamic,,ANONYMIZED,"Documents, Scripts"
5444,1780635599083454581,ANONYMIZED,Malware,suspicious,false_positive,2023-09-23T19:25:04.715132Z,2023-09-23T19:25:04.675257Z,2023-09-23T19:27:01.176564Z,[243],243,dynamic,,ANONYMIZED,Application Control
47,1896307954888918141,ANONYMIZED,Malware,suspicious,false_positive,2024-03-01T09:45:24.070646Z,2024-01-17T16:03:57.398000Z,2024-03-01T11:09:47.725586Z,[43],43,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
304,1900294604793076972,ANONYMIZED,Malware,suspicious,false_positive,2024-03-06T21:46:09.772822Z,2024-03-06T21:46:08.349000Z,2024-03-06T22:45:21.132394Z,[43],43,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
9720,1894842535858439078,ANONYMIZED,Malware,suspicious,false_positive,2024-02-28T09:13:52.509845Z,2024-02-28T09:13:27.921000Z,2024-02-28T10:40:08.089631Z,"[171, 1273, 894, 796, 427]",171 427 796 894 1273,dynamic,,ANONYMIZED,"Documents, Scripts"
