,threatInfo.threatId,threatInfo.threatName,threatInfo.classification,threatInfo.confidenceLevel,threatInfo.analystVerdict,threatInfo.createdAt,threatInfo.identifiedAt,threatInfo.updatedAt,indicatorList,indicatorListString,threatInfo.detectionType,action,threatInfo.sha1,engine
4609,1739057687211664932,ANONYMIZED,Malware,suspicious,true_positive,2023-07-28T10:37:11.379663Z,2023-07-28T10:37:11.369311Z,2023-07-28T10:52:58.825163Z,"[41, 32, 29, 33]",29 32 33 41,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
4870,1749131759991829894,ANONYMIZED,Malware,suspicious,false_positive,2023-08-11T08:12:34.437458Z,2023-08-11T08:12:33.774000Z,2023-08-11T08:15:58.947734Z,"[49, 359, 674, 434, 171]",49 171 359 434 674,dynamic,,ANONYMIZED,"Documents, Scripts"
12034,1929128826326989054,ANONYMIZED,Malware,malicious,false_positive,2024-04-15T16:34:36.834415Z,2024-04-15T16:34:33.710000Z,2024-04-16T03:24:01.513538Z,"[32, 29, 33, 12]",12 29 32 33,static,unquarantine,ANONYMIZED,On-Write Static AI
11744,1925565675174346314,ANONYMIZED,Malware,malicious,true_positive,2024-04-10T18:35:16.119206Z,2024-04-10T18:35:15.146000Z,2024-04-10T19:32:18.860155Z,"[24, 7, 6]",6 7 24,static,quarantine,ANONYMIZED,On-Write Static AI
5013,1758347407175527051,ANONYMIZED,Malware,suspicious,false_positive,2023-08-24T01:22:25.191276Z,2023-08-24T01:22:24.856000Z,2023-08-24T01:35:19.085775Z,"[799, 427, 171, 674]",171 427 674 799,dynamic,,ANONYMIZED,"Documents, Scripts"
2616,1686070005029668400,ANONYMIZED,Malware,suspicious,false_positive,2023-05-16T08:00:07.431843Z,2023-05-16T08:00:05.897000Z,2023-05-16T08:12:19.797090Z,"[171, 796, 799, 121, 427]",121 171 427 796 799,dynamic,,ANONYMIZED,"Documents, Scripts"
8638,1875789080769163533,ANONYMIZED,Malware,malicious,true_positive,2024-02-02T02:18:03.664023Z,2024-02-02T02:18:03.195000Z,2024-02-02T03:29:47.782234Z,"[24, 7, 6]",6 7 24,static,quarantine,ANONYMIZED,On-Write Static AI
8216,1869208884035620618,ANONYMIZED,PUA,malicious,true_positive,2024-01-24T00:24:23.078802Z,2024-01-23T07:03:31.591000Z,2024-01-24T02:00:05.196080Z,[15],15,static,quarantine,ANONYMIZED,On-Write Static AI
11788,1926164587506960162,ANONYMIZED,Malware,suspicious,false_positive,2024-04-11T14:25:12.029253Z,2024-04-11T14:25:10Z,2024-04-11T16:28:59.971489Z,"[969, 976, 977, 990, 1007, 1010, 1020, 182, 972, 185, 1018]",182 185 969 972 976 977 990 1007 1010 1018 1020,dynamic,,ANONYMIZED,Behavioral AI
12694,1935664753598121036,ANONYMIZED,Malware,malicious,true_positive,2024-04-24T17:00:20.083718Z,2024-04-24T17:00:18.795000Z,2024-04-24T17:39:22.766220Z,"[1, 31, 32, 29, 33, 12, 6]",1 6 12 29 31 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
4792,1746210743657192262,ANONYMIZED,Malware,suspicious,false_positive,2023-08-07T07:29:02.155660Z,2023-08-07T07:29:01.452000Z,2023-08-07T07:45:48.959956Z,"[121, 796, 427, 171, 674, 434]",121 171 427 434 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
4676,1740922375742066372,ANONYMIZED,Malware,suspicious,false_positive,2023-07-31T00:21:59.574703Z,2023-07-31T00:21:58.677000Z,2023-07-31T01:09:12.135331Z,"[796, 427, 674, 171]",171 427 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
4519,1736538241037978524,ANONYMIZED,Malware,suspicious,false_positive,2023-07-24T23:11:29.984755Z,2023-07-24T23:11:29.955952Z,2023-07-24T23:21:07.533981Z,"[145, 153, 114, 62, 674, 269, 171, 137]",62 114 137 145 153 171 269 674,dynamic,,ANONYMIZED,"Documents, Scripts"
3027,1695423375638778230,ANONYMIZED,Infostealer,suspicious,false_positive,2023-05-29T05:43:36.097282Z,2023-05-29T05:43:35.613000Z,2023-05-29T06:30:16.515652Z,"[121, 796, 799, 427, 171, 674, 269]",121 171 269 427 674 796 799,dynamic,,ANONYMIZED,"Documents, Scripts"
6508,1831897809044220411,ANONYMIZED,Malware,suspicious,true_positive,2023-12-03T12:53:56.343829Z,2023-12-03T12:53:54.758000Z,2023-12-03T13:17:20.961758Z,"[1, 31, 32, 29, 33, 24, 12, 6]",1 6 12 24 29 31 32 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
1006,1641221570739081267,ANONYMIZED,Malware,suspicious,false_positive,2023-03-15T10:54:17.442297Z,2023-03-15T10:54:16.185000Z,2023-03-15T11:34:27.591276Z,"[783, 784, 153, 90, 154, 113]",90 113 153 154 783 784,dynamic,,ANONYMIZED,Behavioral AI
10939,1918644371988359206,ANONYMIZED,Malware,malicious,true_positive,2024-04-01T05:23:52.484783Z,2024-04-01T05:23:51.935000Z,2024-04-01T05:26:34.442563Z,"[1, 31, 32, 29, 33, 24, 15, 6]",1 6 15 24 29 31 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
8775,1878632960767940464,ANONYMIZED,Malware,malicious,true_positive,2024-02-06T00:28:20.578123Z,2024-02-06T00:28:19.919000Z,2024-02-06T00:43:47.261606Z,"[1, 31, 32, 29, 33, 12]",1 12 29 31 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
1732,1660929075268810245,ANONYMIZED,Malware,suspicious,true_positive,2023-04-11T15:29:35.056418Z,2023-04-11T15:29:34.730000Z,2023-04-11T16:19:11.610409Z,"[24, 7, 6]",6 7 24,static,kill,ANONYMIZED,On-Write Static AI - Suspicious
1935,1667952381453783078,ANONYMIZED,Malware,suspicious,false_positive,2023-04-21T08:03:38.395879Z,2023-04-21T08:03:38.378640Z,2023-04-21T09:08:19.913171Z,"[31, 30, 32, 29, 33, 20, 7, 2]",2 7 20 29 30 31 32 33,static,,ANONYMIZED,On-Write Static AI - Suspicious
7944,1865782205092410124,ANONYMIZED,Malware,suspicious,false_positive,2024-01-19T06:56:11.118698Z,2024-01-19T06:56:10.006000Z,2024-01-19T08:11:07.985177Z,"[894, 796, 427, 171]",171 427 796 894,dynamic,,ANONYMIZED,"Documents, Scripts"
12005,1929126997157275112,ANONYMIZED,Malware,malicious,false_positive,2024-04-15T16:30:58.779308Z,2024-04-15T16:30:56.356000Z,2024-04-16T03:24:48.908789Z,"[1, 32, 29, 33, 12]",1 12 29 32 33,static,unquarantine,ANONYMIZED,On-Write Static AI
2984,1693286997022851431,ANONYMIZED,Malware,suspicious,true_positive,2023-05-26T06:58:59.919804Z,2023-05-26T06:58:59.906937Z,2023-05-26T09:59:59.023960Z,"[1, 31, 29, 12]",1 12 29 31,static,kill,ANONYMIZED,On-Write Static AI - Suspicious
12260,1930640763221469847,ANONYMIZED,Malware,malicious,true_positive,2024-04-17T18:38:33.759625Z,2024-04-17T18:38:32.900000Z,2024-04-17T18:47:46.064871Z,"[1, 33]",1 33,static,quarantine,ANONYMIZED,On-Write Static AI
11685,1925192783050691721,ANONYMIZED,Malware,malicious,true_positive,2024-04-10T06:14:23.913955Z,2024-04-10T06:14:22.051000Z,2024-04-10T06:33:21.315988Z,"[32, 29, 33, 24, 23]",23 24 29 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
9136,1886493647165233925,ANONYMIZED,Malware,malicious,true_positive,2024-02-16T20:46:07.419206Z,2024-02-16T20:46:07.393371Z,2024-02-16T23:08:42.480554Z,"[25, 24, 23, 12, 6]",6 12 23 24 25,static,quarantine,ANONYMIZED,On-Write Static AI
6431,1827336338347976581,ANONYMIZED,Infostealer,suspicious,false_positive,2023-11-27T05:51:06.662796Z,2023-11-27T05:51:05.587000Z,2023-11-27T06:09:14.574288Z,"[171, 137, 796, 427, 674, 434]",137 171 427 434 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
8852,1879756240712969710,ANONYMIZED,Malware,malicious,true_positive,2024-02-07T13:40:05.982499Z,2024-02-07T13:40:02.987000Z,2024-02-07T14:10:00.609997Z,"[24, 23, 7, 6]",6 7 23 24,static,quarantine,ANONYMIZED,On-Write Static AI
3184,1697739925780170709,ANONYMIZED,Rootkit,suspicious,false_positive,2023-06-01T10:26:10.394308Z,2023-06-01T10:26:10.034470Z,2023-06-01T10:45:08.926235Z,[937],937,dynamic,,ANONYMIZED,Application Control
3305,1701351106994818297,ANONYMIZED,Malware,suspicious,false_positive,2023-06-06T10:00:56.739887Z,2023-06-06T10:00:41.374000Z,2023-06-06T10:19:40.614564Z,"[145, 62, 916, 197, 201, 126, 266, 199, 146, 724, 768, 427, 153, 122, 674, 434, 171, 169, 269, 769, 293]",62 122 126 145 146 153 169 171 197 199 201 266 269 293 427 434 674 724 768 769 916,dynamic,,ANONYMIZED,Behavioral AI
2189,1677400351328381647,ANONYMIZED,Rootkit,suspicious,false_positive,2023-05-04T08:55:04.173769Z,2023-05-04T08:55:03.663073Z,2023-05-04T08:57:06.857954Z,[937],937,dynamic,,ANONYMIZED,Application Control
11374,1920866067209774776,ANONYMIZED,Malware,suspicious,false_positive,2024-04-04T06:57:59.193141Z,2024-04-04T06:57:57.648000Z,2024-04-04T07:14:24.277007Z,"[1273, 796, 427]",427 796 1273,dynamic,,ANONYMIZED,"Documents, Scripts"
3495,1706454704718705143,ANONYMIZED,Packed,suspicious,false_positive,2023-06-13T11:00:52.997894Z,2023-06-13T11:00:51.993000Z,2023-06-13T11:06:09.922855Z,[41],41,static,,ANONYMIZED,On-Write Static AI - Suspicious
2837,1690578580270534266,ANONYMIZED,Rootkit,suspicious,false_positive,2023-05-22T13:17:51.482281Z,2023-05-22T13:17:50.979908Z,2023-05-22T13:21:17.708294Z,[937],937,dynamic,,ANONYMIZED,Application Control
9605,1893518127491551660,ANONYMIZED,Malware,malicious,true_positive,2024-02-26T13:22:30.728298Z,2024-02-26T13:22:30.416000Z,2024-02-26T13:43:42.021308Z,"[29, 12]",12 29,static,quarantine,ANONYMIZED,On-Write Static AI
3146,1697120213189951354,ANONYMIZED,Malware,suspicious,false_positive,2023-05-31T13:54:54.895412Z,2023-05-31T13:54:54.885374Z,2023-05-31T18:10:12.177366Z,"[427, 122, 153, 1161, 368, 711, 171, 437]",122 153 171 368 427 437 711 1161,dynamic,,ANONYMIZED,Behavioral AI
7839,1863049973144289981,ANONYMIZED,Malware,suspicious,true_positive,2024-01-15T12:27:43.689840Z,2024-01-15T11:51:13.099000Z,2024-01-15T13:18:03.706111Z,"[41, 32, 33, 15]",15 32 33 41,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
12217,1930312720505791785,ANONYMIZED,Malware,malicious,true_positive,2024-04-17T07:46:48.021359Z,2024-04-17T07:46:47.706000Z,2024-04-17T09:36:49.020710Z,"[1, 32, 29, 33, 15, 12]",1 12 15 29 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
3105,1696523985138912552,ANONYMIZED,Malware,suspicious,false_positive,2023-05-30T18:10:18.972120Z,2023-05-30T18:10:18.912000Z,2023-05-30T19:13:17.851636Z,"[437, 121, 796, 427, 674, 171, 434]",121 171 427 434 437 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
11830,1926754871381130758,ANONYMIZED,Malware,malicious,true_positive,2024-04-12T09:57:59.354377Z,2024-04-12T09:31:55.602000Z,2024-04-12T10:07:07.394708Z,"[1, 31, 30, 29, 33, 25, 12]",1 12 25 29 30 31 33,static,quarantine,ANONYMIZED,On-Write Static AI
6032,1809069170365429863,ANONYMIZED,Malware,suspicious,false_positive,2023-11-02T00:57:30.545554Z,2023-11-02T00:57:28.919000Z,2023-11-02T02:07:56.801689Z,"[145, 1324, 769, 427, 62, 674, 137, 269, 951, 153, 171]",62 137 145 153 171 269 427 674 769 951 1324,dynamic,,ANONYMIZED,"Documents, Scripts"
11863,1927395723981181581,ANONYMIZED,Hacktool,malicious,true_positive,2024-04-13T07:11:14.937773Z,2024-04-13T07:11:13.290000Z,2024-04-13T07:14:23.584964Z,[6],6,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
6679,1843506948945049531,ANONYMIZED,Malware,suspicious,false_positive,2023-12-19T13:19:13.663930Z,2023-12-19T13:19:13.133000Z,2023-12-19T16:14:09.595566Z,"[796, 427, 171]",171 427 796,dynamic,,ANONYMIZED,"Documents, Scripts"
2791,1689936103022352328,ANONYMIZED,Malware,suspicious,false_positive,2023-05-21T16:01:22.225895Z,2023-05-21T16:01:21.711000Z,2023-05-21T16:31:37.159753Z,"[1, 31, 32, 29, 28, 33, 12]",1 12 28 29 31 32 33,static,,ANONYMIZED,On-Write Static AI - Suspicious
12934,1940111143166513140,ANONYMIZED,Malware,suspicious,false_positive,2024-04-30T20:14:31.025382Z,2024-04-30T20:14:29.722000Z,2024-04-30T21:43:39.683456Z,"[121, 62, 427, 171, 674]",62 121 171 427 674,dynamic,,ANONYMIZED,"Documents, Scripts"
5709,1789909163688968862,ANONYMIZED,Malware,suspicious,false_positive,2023-10-06T14:29:59.761205Z,2023-10-06T14:29:56.966945Z,2023-10-06T14:30:32.520536Z,"[942, 243]",243 942,dynamic,,ANONYMIZED,Application Control
10073,1905684843646709306,ANONYMIZED,Malware,suspicious,false_positive,2024-03-14T08:15:36.311816Z,2024-03-14T08:15:32.181000Z,2024-03-14T09:05:37.771206Z,"[171, 1273, 894, 796, 427, 674]",171 427 674 796 894 1273,dynamic,,ANONYMIZED,"Documents, Scripts"
6562,1834301174579920824,ANONYMIZED,Malware,suspicious,true_positive,2023-12-06T20:28:59.840133Z,2023-12-06T20:28:33.740000Z,2023-12-07T02:56:15.010536Z,"[783, 784, 266, 145, 579, 201, 126, 298, 427, 198, 1273]",126 145 198 201 266 298 427 579 783 784 1273,dynamic,,ANONYMIZED,Manual
8481,1873927355988053523,ANONYMIZED,Malware,malicious,true_positive,2024-01-30T12:39:08.776312Z,2024-01-30T12:39:08.562000Z,2024-01-30T14:31:08.692129Z,"[1273, 266, 1163, 498, 293, 427]",266 293 427 498 1163 1273,dynamic,remediate,ANONYMIZED,Manual
2619,1686084713380653000,ANONYMIZED,Malware,suspicious,false_positive,2023-05-16T08:29:20.801935Z,2023-05-16T08:29:19.917000Z,2023-05-16T08:51:09.398544Z,"[796, 427, 171, 674]",171 427 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
9947,1904315720140008626,ANONYMIZED,Malware,suspicious,false_positive,2024-03-12T10:55:24.069195Z,2024-03-12T10:55:23.087000Z,2024-03-12T13:26:12.587792Z,[43],43,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
4226,1726008583758537577,ANONYMIZED,Malware,suspicious,false_positive,2023-07-10T10:30:57.028149Z,2023-07-10T10:30:56.220000Z,2023-07-10T10:41:48.028865Z,"[41, 32, 29, 33]",29 32 33 41,static,,ANONYMIZED,On-Write Static AI - Suspicious
3290,1701233072010527999,ANONYMIZED,Rootkit,suspicious,false_positive,2023-06-06T06:06:25.873007Z,2023-06-06T06:06:24.782610Z,2023-06-06T06:10:54.910018Z,[937],937,dynamic,,ANONYMIZED,Application Control
11238,1919784855907255920,ANONYMIZED,Malware,malicious,false_positive,2024-04-02T19:09:48.761993Z,2024-04-02T19:09:47.221000Z,2024-04-03T02:02:14.540886Z,"[817, 199]",199 817,dynamic,unquarantine,ANONYMIZED,Behavioral AI
1261,1646775293861675959,ANONYMIZED,Malware,suspicious,true_positive,2023-03-23T02:48:32.829749Z,2023-03-23T02:48:32.815306Z,2023-03-23T02:52:47.123427Z,"[1, 32, 29, 33, 24]",1 24 29 32 33,static,kill,ANONYMIZED,On-Write Static AI - Suspicious
676,1632647900290339671,ANONYMIZED,Malware,suspicious,false_positive,2023-03-03T14:59:56.278581Z,2023-03-03T14:59:49.449000Z,2023-03-03T16:27:55.341926Z,"[121, 62, 427, 171]",62 121 171 427,dynamic,,ANONYMIZED,"Documents, Scripts"
1178,1645439018324018543,ANONYMIZED,Infostealer,suspicious,false_positive,2023-03-21T06:33:36.374256Z,2023-03-21T06:33:27.179000Z,2023-03-21T06:39:15.193815Z,"[171, 796, 799, 121, 427]",121 171 427 796 799,dynamic,,ANONYMIZED,"Documents, Scripts"
6803,1907162943678699525,ANONYMIZED,Malware,malicious,false_positive,2024-03-16T09:12:19.572474Z,2024-03-16T09:12:18.574000Z,2024-03-16T10:05:11.238091Z,"[1, 30, 32, 29, 33, 15, 6]",1 6 15 29 30 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
6466,1829027475414446458,ANONYMIZED,Infostealer,suspicious,false_positive,2023-11-29T13:51:05.911056Z,2023-11-29T13:51:04.738000Z,2023-11-29T14:19:39.275801Z,"[171, 796, 427, 137, 434]",137 171 427 434 796,dynamic,,ANONYMIZED,"Documents, Scripts"
1799,1663068953283485392,ANONYMIZED,Malware,suspicious,false_positive,2023-04-14T14:21:08.393185Z,2023-04-14T14:21:08.383210Z,2023-04-14T15:34:40.878322Z,"[1, 31, 18]",1 18 31,static,,ANONYMIZED,On-Write Static AI - Suspicious
8693,1876793086630510421,ANONYMIZED,Malware,suspicious,true_positive,2024-02-03T11:32:50.490115Z,2024-02-03T11:32:48.971000Z,2024-02-03T11:50:51.527974Z,"[1, 31, 30, 29, 15, 12]",1 12 15 29 30 31,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
8486,1874031648572140147,ANONYMIZED,Malware,malicious,true_positive,2024-01-30T16:06:21.420117Z,2024-01-30T16:06:21.106000Z,2024-01-30T19:07:30.840001Z,"[25, 24, 23, 6]",6 23 24 25,static,quarantine,ANONYMIZED,On-Write Static AI
11439,1921650558462882125,ANONYMIZED,Malware,suspicious,true_positive,2024-04-05T08:56:37.838171Z,2024-04-05T08:56:37.826264Z,2024-04-05T09:12:24.253886Z,"[32, 29, 33]",29 32 33,static,,ANONYMIZED,On-Write Static AI - Suspicious
11843,1926923221719151601,ANONYMIZED,Malware,malicious,true_positive,2024-04-12T15:32:28.279377Z,2024-04-12T15:32:27.912000Z,2024-04-12T20:33:07.876819Z,"[1, 31, 30, 32, 29, 33, 15, 12]",1 12 15 29 30 31 32 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
221,1899323582820284115,ANONYMIZED,Malware,suspicious,false_positive,2024-03-05T13:36:54.934587Z,2024-03-05T13:36:50.440000Z,2024-03-05T18:13:52.794979Z,"[25, 24, 23, 6]",6 23 24 25,static,,ANONYMIZED,On-Write Static AI - Suspicious
8260,1869703319900318482,ANONYMIZED,Malware,malicious,true_positive,2024-01-24T16:46:44.435632Z,2024-01-24T16:46:43.760000Z,2024-01-24T18:27:34.467821Z,"[266, 1271, 437]",266 437 1271,dynamic,quarantine,ANONYMIZED,Manual
4484,1735518298670854011,ANONYMIZED,Application Control,suspicious,false_positive,2023-07-23T13:25:03.384976Z,2023-07-23T13:25:03.375218Z,2023-07-23T13:46:09.822644Z,[412],412,dynamic,,ANONYMIZED,Application Control
5414,1779063626833388082,ANONYMIZED,Malware,suspicious,false_positive,2023-09-21T15:21:51.019897Z,2023-09-21T15:21:50.732000Z,2023-09-21T18:08:06.151096Z,"[171, 796, 427, 104]",104 171 427 796,dynamic,,ANONYMIZED,"Documents, Scripts"
12273,1930645559743935819,ANONYMIZED,Malware,malicious,true_positive,2024-04-17T18:48:05.550558Z,2024-04-17T18:05:12.133000Z,2024-04-17T18:54:04.611990Z,"[32, 29, 33, 24, 12, 6]",6 12 24 29 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
1747,1661436223539016212,ANONYMIZED,Malware,suspicious,false_positive,2023-04-12T08:17:11.840988Z,2023-04-12T08:17:09.600000Z,2023-04-12T09:44:12.526202Z,"[796, 799, 121, 427, 171, 674]",121 171 427 674 796 799,dynamic,,ANONYMIZED,"Documents, Scripts"
11939,1929115776839491268,ANONYMIZED,Malware,malicious,true_positive,2024-04-15T16:08:41.210694Z,2024-04-15T16:08:17.702000Z,2024-04-15T17:19:19.409164Z,"[1, 29, 33, 24, 6]",1 6 24 29 33,static,quarantine,ANONYMIZED,On-Write Static AI
3694,1711532532799812391,ANONYMIZED,Malware,suspicious,false_positive,2023-06-20T11:09:37.276440Z,2023-06-20T11:09:37.262456Z,2023-06-20T11:26:56.921615Z,[229],229,dynamic,,ANONYMIZED,Application Control
2807,1690385739829895368,ANONYMIZED,Malware,suspicious,false_positive,2023-05-22T06:54:43.110563Z,2023-05-22T06:50:42.272000Z,2023-05-22T07:56:57.024010Z,"[163, 342, 293, 43]",43 163 293 342,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
457,1627618414738885173,ANONYMIZED,Ransomware,suspicious,false_positive,2023-02-24T16:27:14.881009Z,2023-02-24T16:27:01.027000Z,2023-02-24T16:37:31.533522Z,"[145, 674, 269, 62, 137, 197, 768, 171, 427, 266, 199]",62 137 145 171 197 199 266 269 427 674 768,dynamic,,ANONYMIZED,Behavioral AI
5829,1794259354112325890,ANONYMIZED,Malware,suspicious,true_positive,2023-10-12T14:33:02.872382Z,2023-10-12T14:33:01.851000Z,2023-10-12T16:49:41.930487Z,"[1, 11, 10]",1 10 11,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
10463,1913921883320274866,ANONYMIZED,Malware,malicious,true_positive,2024-03-25T17:01:07.961438Z,2024-03-25T17:01:06.956000Z,2024-03-25T17:19:08.630926Z,"[25, 24, 23, 6]",6 23 24 25,static,quarantine,ANONYMIZED,On-Write Static AI
4404,1731319218929856708,ANONYMIZED,Rootkit,suspicious,false_positive,2023-07-17T18:22:14.074228Z,2023-07-17T18:22:13.978639Z,2023-07-17T18:28:06.802493Z,"[942, 399]",399 942,dynamic,,ANONYMIZED,Application Control
333,1900822033834102512,ANONYMIZED,Malware,suspicious,false_positive,2024-03-07T15:14:04.214256Z,2024-03-07T15:14:03.052000Z,2024-03-07T15:30:44.075407Z,"[796, 799, 427, 674, 769, 434, 171, 725, 1273]",171 427 434 674 725 769 796 799 1273,dynamic,,ANONYMIZED,"Documents, Scripts"
7320,1855811773647058393,ANONYMIZED,Malware,malicious,true_positive,2024-01-05T12:46:43.075724Z,2024-01-05T12:39:48.776000Z,2024-01-05T13:07:43.243121Z,"[1, 31, 30, 29, 12]",1 12 29 30 31,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
7942,1865737565707876713,ANONYMIZED,Packed,malicious,true_positive,2024-01-19T05:27:29.690348Z,2024-01-19T05:27:28.775000Z,2024-01-19T05:58:21.647176Z,"[41, 33]",33 41,static,quarantine,ANONYMIZED,On-Write Static AI
10338,1911726289241732835,ANONYMIZED,Ransomware,suspicious,false_positive,2024-03-22T16:18:52.755549Z,2024-03-22T16:18:52.455000Z,2024-03-23T00:04:14.499906Z,"[1, 24, 12, 10, 6]",1 6 10 12 24,static,,ANONYMIZED,On-Write Static AI - Suspicious
10097,1905753380232127611,ANONYMIZED,Malware,malicious,true_positive,2024-03-14T10:31:46.515395Z,2024-03-14T10:31:46.451000Z,2024-03-14T11:36:33.452986Z,[43],43,dynamic,quarantine,ANONYMIZED,SentinelOne Cloud
1830,1665133034641801439,ANONYMIZED,Malware,suspicious,false_positive,2023-04-17T10:42:06.066258Z,2023-04-17T10:42:04.935000Z,2023-04-17T10:43:59.040960Z,"[437, 121, 796, 427, 674, 171, 434]",121 171 427 434 437 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
930,1639482912153464508,ANONYMIZED,Malware,suspicious,false_positive,2023-03-13T01:19:53.187591Z,2023-03-13T01:19:52.937000Z,2023-03-13T02:26:52.968898Z,"[342, 368, 437, 293]",293 342 368 437,dynamic,,ANONYMIZED,Behavioral AI
6399,1825101615960419150,ANONYMIZED,Infostealer,suspicious,false_positive,2023-11-24T03:51:06.990299Z,2023-11-24T03:51:06.538000Z,2023-11-24T04:26:27.323915Z,"[171, 137, 796, 427, 674, 434]",137 171 427 434 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
6081,1809982057535246449,ANONYMIZED,Malware,suspicious,false_positive,2023-11-03T07:11:15.168270Z,2023-11-03T07:10:31.629000Z,2023-11-03T08:04:25.847907Z,"[171, 796, 799, 427, 674]",171 427 674 796 799,dynamic,,ANONYMIZED,"Documents, Scripts"
9020,1884765162194695430,ANONYMIZED,Malware,malicious,true_positive,2024-02-14T11:31:55.954016Z,2024-02-14T11:31:54.976000Z,2024-02-14T12:17:27.012381Z,"[1, 31, 30, 29, 33]",1 29 30 31 33,static,quarantine,ANONYMIZED,On-Write Static AI
10926,1918644254329736675,ANONYMIZED,Malware,malicious,true_positive,2024-04-01T05:23:38.457884Z,2024-04-01T05:23:37.923000Z,2024-04-01T05:26:32.942318Z,"[1, 31, 32, 29, 33, 24, 15, 6]",1 6 15 24 29 31 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
7401,1855812128871083053,ANONYMIZED,Malware,suspicious,true_positive,2024-01-05T12:47:25.422133Z,2024-01-05T12:40:24.898000Z,2024-01-05T13:14:53.852819Z,"[1, 31, 30, 29, 33, 12]",1 12 29 30 31 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
4077,1723073083732642391,ANONYMIZED,Malware,suspicious,true_positive,2023-07-06T09:18:38.154591Z,2023-07-06T09:18:37.857000Z,2023-07-06T09:28:39.468217Z,"[41, 32, 29, 33, 12]",12 29 32 33 41,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
5353,1776484345916562649,ANONYMIZED,Malware,suspicious,true_positive,2023-09-18T01:57:16.772739Z,2023-09-18T01:57:16.424000Z,2023-09-19T09:08:04.323030Z,[43],43,dynamic,remediate,ANONYMIZED,On-Write Static AI - Suspicious
2238,1678117557664443418,ANONYMIZED,Rootkit,suspicious,false_positive,2023-05-05T08:40:01.830962Z,2023-05-05T08:40:00.493679Z,2023-05-05T08:48:37.862369Z,[937],937,dynamic,,ANONYMIZED,Application Control
12891,1939135752184629844,ANONYMIZED,Malware,suspicious,false_positive,2024-04-29T11:56:35.359665Z,2024-04-29T11:33:32.714000Z,2024-04-29T15:14:06.181168Z,"[796, 427, 171]",171 427 796,dynamic,,ANONYMIZED,"Documents, Scripts"
3468,1705717419080573641,ANONYMIZED,Application Control,suspicious,false_positive,2023-06-12T10:36:01.696516Z,2023-06-12T10:36:01.618950Z,2023-06-12T10:44:21.937323Z,[412],412,dynamic,,ANONYMIZED,Application Control
10459,1913868246028886474,ANONYMIZED,Malware,malicious,false_positive,2024-03-25T15:14:33.900602Z,2024-03-25T15:14:25.384000Z,2024-03-25T17:23:42.719187Z,"[86, 269, 266]",86 266 269,dynamic,,ANONYMIZED,Behavioral AI
1662,1657705033302259071,ANONYMIZED,Malware,suspicious,false_positive,2023-04-07T04:43:59.302227Z,2023-04-07T04:43:59.292049Z,2023-04-07T05:59:35.645412Z,"[1, 31, 32, 29, 33, 12]",1 12 29 31 32 33,static,,ANONYMIZED,On-Write Static AI - Suspicious
6695,1844904976357623293,ANONYMIZED,Malware,suspicious,true_positive,2023-12-21T11:36:51.517552Z,2023-12-21T11:36:42.903000Z,2023-12-21T12:05:10.475112Z,"[1, 31, 30, 29, 12]",1 12 29 30 31,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
724,1634738126465413614,ANONYMIZED,Malware,suspicious,false_positive,2023-03-06T12:12:50.656181Z,2023-03-06T12:12:42.814000Z,2023-03-06T13:13:41.942043Z,"[104, 294, 121, 796, 427, 674, 171]",104 121 171 294 427 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
8401,1873155648068677330,ANONYMIZED,Malware,suspicious,false_positive,2024-01-29T11:05:54.023838Z,2024-01-29T10:27:36.167000Z,2024-01-29T11:18:13.869867Z,"[29, 12]",12 29,static,,ANONYMIZED,On-Write Static AI - Suspicious
